#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Series;Language;Region;Rating
runaway;Runaway (Atari, prototype);mame;;1982;Atari;Maze / Collect;1;0;only_buttons;good;1;raster;;;2P alt;3;;;;
runaways;Runaway (Sun Electronics, Japan);mame;;1979;Sun Electronics;Maze / Collect;2;270;joystick (4-way),joystick (4-way);preliminary;1;raster;;;2P alt;1;;;;
m4runawy;Runaway Trail (Barcrest) (MPU4) (R4T 1.1);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
ac1rundx;Runner Deluxe Club (Ace) (ACESYS1) (set 1);mame;;199?;Ace;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
rush;Rush (1.0);mame;;20??;Dave Astill;Electromechanical / Pinball;1;0;keypad;preliminary;1;raster;;;Pinball;73;;;;
pc_rnatk;Rush'n Attack (PlayChoice-10);mame;;1987;Konami (Nintendo of America license);Platform / Shooter Scrolling;2;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;;2P sim;2;;;;
rushbets;Rushing Beat Shura (SNES bootleg);mame;;1997;bootleg;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;6;;;;
rushhero;Rushing Heroes (ver UAB);mame;;1996;Konami;Sports / Football;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;2;raster;konamigx;;4P sim;3;;;;
rx15;RX15 Digital Rhythm Programmer;mame;;1984;Yamaha;Musical Instrument / Drum Machine;0;0;;preliminary;1;lcd;;;Non-arcade;;;;;
pc_rygar;Rygar (PlayChoice-10);mame;;1987;Tecmo (Nintendo of America license);Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;2;raster;playch10;;1P;2;;;;
rygar;Rygar (US set 1);mame;;1986;Tecmo;Platform / Fighter Scrolling;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
ryujin;Ryu Jin (Japan, ET910000B PCB);mame;;1993;Taito Corporation;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
ryukyu;RyuKyu (Rev A, Japan) (FD1094 317-5023A);mame;;1990;Success / Sega;Puzzle / Cards;1;0;joystick (8-way);good;1;raster;;;1P;2;;;;
kirarast;Ryuusei Janshi Kirara Star;mame;;1996;Jaleco;Tabletop / Mahjong * Mature *;1;0;mahjong;imperfect;1;raster;;;1P;19;;;;
tmy_rkmj;Ryuusei no Rockman: Denpa Henkan! On Air! (Japan);mame;;2007;Takara Tomy / Capcom / SSD Company LTD;Handheld / Plug n' Play TV Game / Action;1;0;;preliminary;1;raster;;;Non-arcade;;;;;
rz1;RZ-1;mame;;1986;Casio;Musical Instrument / Drum Machine;1;0;keyboard;imperfect;1;lcd;;;Non-arcade;47;;;;
s10;S-10 Digital Sampling Keyboard;mame;;1986;Roland;Musical Instrument / Synthesizer;0;0;;preliminary;1;lcd;;;Non-arcade;;;;;
s220;S-220 Digital Sampler;mame;;1987;Roland;Musical Instrument Accessory / Sampler Editor;0;0;;preliminary;1;lcd;;;Non-arcade;;;;;
s50;S-50 Digital Sampling Keyboard;mame;;1987;Roland;Musical Instrument / Synthesizer;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
canons80;S-80 (Canon) (electronic typewriter);mame;;1988;Canon;Misc. / Electronic Typewriter;1;0;keyboard;preliminary;1;lcd;;;Non-arcade;62;;;;
spss4240;S-Plus (SS4240) Coral Reef;mame;;1994;IGT - International Game Technology;Gambling / Misc.;1;0;;preliminary;1;raster;;;???;;;;;
spset005;S-Plus SET005 Set chip;mame;;1993;IGT - International Game Technology;Utilities / Test ROM;1;0;;preliminary;1;raster;;;???;;;;;
spset015;S-Plus SET015 Set chip;mame;;1993;IGT - International Game Technology;Utilities / Test ROM;1;0;;preliminary;1;raster;;;???;;;;;
spset026;S-Plus SET026 Set chip;mame;;1996;IGT - International Game Technology;Utilities / Test ROM;1;0;;preliminary;1;raster;;;???;;;;;
sosterm;S.O.S.;mame;;198?;Terminal;Platform / Run, Jump & Scrolling;1;0;joystick (8-way);good;1;raster;;;1P;2;;;;
spy;S.P.Y.: Special Project Y. (World ver. N);mame;;1989;Konami;Fighter / 2.5D;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
srdmissn;S.R.D. Mission;mame;;1986;Kyugo / Taito Corporation;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
ssmissin;S.S. Mission;mame;;1992;Comad;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
stunrun;S.T.U.N. Runner (rev 6);mame;;1989;Atari Games;Shooter / Driving (chase view);1;0;joystick (analog);good;1;raster;;;1P;2;;;;
svg;S.V.G. - Spectral vs Generation / Sheng Mo Shiji (M68k label V200) (ARM label V200, ROM 10/11/05 S.V.G V201);mame;;2005;IGS / Idea Factory;Fighter / Versus;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;pgm;;2P sim;4;;;;
s10_520;S10 Handheld Game Console (520-in-1);mame;;202?;<unknown>;Handheld / Home Videogame Console;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;;
s10fake;S10 Handheld Game Console (520-in-1, fake entries);mame;;202?;<unknown>;Handheld / Home Videogame Console;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;;
s1000;s1000;mame;;;;;;;;;;;;;;;;;;
s1100;s1100;mame;;;;;;;;;;;;;;;;;;
s2000;S2000;mame;;1993;Akai;Musical Instrument / Digital Sampler;1;0;dial,keyboard;preliminary;1;lcd;;;;15;;;;
s3000;S3000;mame;;1993;Akai;Musical Instrument / Digital Sampler;1;0;dial,keyboard;preliminary;1;lcd;;;;36;;;;
s3000xl;S3000XL;mame;;1994;Akai;Musical Instrument / Digital Sampler;1;0;dial,keyboard;preliminary;1;lcd;;;;36;;;;
s5_520;S5 Game Box (520-in-1);mame;;202?;<unknown>;Handheld / Plug n' Play TV Game / Multi-Games;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;;
s612;s612;mame;;;;;;;;;;;;;;;;;;
s8k_cpu;s8k_cpu;mame;;;;;;;;;;;;;;;;;;
s8k_cpu10;s8k_cpu10;mame;;;;;;;;;;;;;;;;;;
s8k_hpcpu;s8k_hpcpu;mame;;;;;;;;;;;;;;;;;;
s900;s900;mame;;;;;;;;;;;;;;;;;;
s950;s950;mame;;;;;;;;;;;;;;;;;;
s97801_device;s97801_device;mame;;;;;;;;;;;;;;;;;;
s97801_kbd;s97801_kbd;mame;;;;;;;;;;;;;;;;;;
sabotenb;Saboten Bombers (set 1);mame;;1992;NMK / Tecmo;Platform / Run Jump;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
sacstate;SacState 8008;mame;;1973;SacState;Computer / Business - Terminal;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
sadari;Sadari (Japan, NTC license);mame;;1993;Dooyong (NTC license);Puzzle / Drop * Mature *;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
bmsafari;Safari (Bambino);mame;;1981;Bambino;Handheld / Electronic Game;1;0;joystick (16-way);good;1;svg;;;Non-arcade;1;;;;
exsafar;Safari (Extrema, Ukraine, V. 43.14);mame;;2003;Extrema;Slot Machine / Video Slot;0;;;preliminary;0;;;;???;;;;;
safari;Safari (set 1);mame;;1977;Gremlin;Shooter / Field;1;0;joystick (8-way);preliminary;1;raster;;;1P;3;;;;
m4safar;Safari Club (Mdm) (MPU4);mame;;199?;Mdm;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
safarir;Safari Rally (World);mame;;1979;SNK (Taito license);Maze / Driving;1;90;joystick (2-way);imperfect;1;raster;;;2P alt;1;;;;
sc_18;Safe Cracker (1.8);mame;;1998;Bally;Electromechanical / Pinball;1;0;keypad;preliminary;1;lcd;;;Pinball;70;;;;
sc2scc;Safe Cracker Club (Mdm) (v4.4) (Scorpion 2/3);mame;;199?;Mdm;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
safemon;Safe Money (Konami Endeavour, Russia);mame;;200?;Konami;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;konendev;;???;21;;;;
sage2;Sage II;mame;;1982;Sage Technology;Computer / Development System;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
sagitta180;Sagitta 180;mame;;1979?;Scopus;Computer / Business - Terminal;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
btlracer;Saikyou Saisoku Battle Racer;mame;;2009;Sega;Medal Game / Race;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;segasp;;;3;;;;
stdragon;Saint Dragon (set 1);mame;;1989;Jaleco;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
hanagumi;Sakura Taisen - Hanagumi Taisen Columns (J 971007 V1.010);mame;;1997;Sega;Puzzle / Drop;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;;2P sim;4;;;;
saladue;Sala Due (Version 3.04);mame;;200?;Industrias Brasileiras;Gambling / Lottery;1;0;gambling;preliminary;1;raster;;;1P;7;;;;
salamand;Salamander (version D);mame;;1986;Konami;Shooter / Flying;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
salmndr2;Salamander 2 (ver JAA);mame;;1996;Konami;Shooter / Flying Horizontal;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;konamigx;;2P sim;3;;;;
salarymc;Salary Man Champ - Tatakau Salary Man (GCA18 VER. JAA);mame;;2000;Success / Konami;Multiplay / Mini-Games;2;0;only_buttons,only_buttons;imperfect;1;raster;sys573;;3P sim;3;;;;
saloon;Saloon (French, encrypted);mame;;198?;<unknown>;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;7;;;;
m4salsa;Salsa (Barcrest) (Dutch) (MPU4) (DSA 1.5);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
samcoupe;SAM Coupé;mame;;1989;Miles Gordon Technology plc;Computer / Home System;1;0;keyboard;good;1;raster;;;Non-arcade;69;;;;
st_sam;SAM III Test Fixture;mame;;198?;Stern;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;38;;;;
samba;Samba De Amigo (Rev B);mame;;1999;Sega;Music Game / Instruments;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
samba2k;Samba de Amigo ver. 2000 (Japan);mame;;2000;Sega;Music Game / Instruments;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;;2P sim;6;;;;
sspanic;Same Same Panic;mame;;1993;Namco;Whac-A-Mole / Hammer;1;;;preliminary;0;;;;???;;;;;
n501;Samsung NUON Enhanced DVD Player / DVD-N501;mame;;2001;Samsung;Player / DVD;1;0;;preliminary;1;raster;;;Non-arcade;;;;;
m4samu;Samurai (Barcrest) (Dutch) (MPU4) (DSM 1.0);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
samurai;Samurai (World);mame;;1980;Sega;Fighter / Field;1;270;joystick (4-way);preliminary;1;raster;;;2P alt;1;;;;
samuraia;Samurai Aces (World);mame;;1993;Psikyo (Banpresto license);Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
j6samur;Samurai Club (JPM) (IMPACT) (set 1);mame;;199?;JPM;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
tsamurai;Samurai Nihon-Ichi (rev 1);mame;;1985;Kaneko / Taito;Fighter / 2D;2;90;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;2;;;;
samsho;Samurai Shodown / Samurai Spirits (NGM-045);mame;;1993;SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
sams64;Samurai Shodown 64 / Samurai Spirits / Paewang Jeonseol 64;mame;;1997;SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;hng64;;2P sim;4;;;;
sams64_2;Samurai Shodown 64: Warriors Rage / Samurai Spirits 2: Asura Zanmaden;mame;;1998;SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;hng64;;2P sim;4;;;;
samsho2;Samurai Shodown II / Shin Samurai Spirits - Haohmaru Jigokuhen (NGM-063 ~ NGH-063);mame;;1994;SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
samsho3;Samurai Shodown III / Samurai Spirits - Zankurou Musouken (NGM-087);mame;;1995;SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
samsho4;Samurai Shodown IV - Amakusa's Revenge / Samurai Spirits - Amakusa Kourin (NGM-222 ~ NGH-222);mame;;1996;SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
samsho5;Samurai Shodown V / Samurai Spirits Zero (NGM-2700, set 1);mame;;2003;Yuki Enterprise / SNK Playmore;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
samsh5sp;Samurai Shodown V Special / Samurai Spirits Zero Special (NGM-2720);mame;;2004;Yuki Enterprise / SNK Playmore;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
samsptk;Samurai Spirits Tenkaichi Kenkakuden;mame;;2005;Sammy / SNK Playmore;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;;2P sim;6;;;;
mc_sam60;Samuri (60 in 1);mame;;200?;Hummer Technology Co., Ltd.;Game Console / Multi-Games;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
sandaha;San Da Ha;mame;;2004;Sealy;Arcade / Unknown;0;0;;preliminary;1;raster;;;???;;;;;
sandayi;San Da Yi;mame;;2005;Sealy;Gambling / Cards;1;0;joystick (8-way),mahjong;preliminary;1;raster;;;1P;4;;;;
sfrush;San Francisco Rush;mame;;1996;Atari Games;Driving / Race (chase view);1;0;paddle,pedal;good;1;raster;;;1P;13;;;;
sf2049;San Francisco Rush 2049;mame;;1999;Atari Games;Driving / Race (chase view);1;0;paddle,pedal,keypad;good;1;raster;;;1P;9;;;;
sf2049se;San Francisco Rush 2049: Special Edition;mame;;2003;Atari Games;Driving / Race (chase view);1;0;paddle,pedal,keypad;good;1;raster;;;1P;9;;;;
sf2049te;San Francisco Rush 2049: Tournament Edition;mame;;2000;Atari Games;Driving / Race (chase view);1;0;paddle,pedal,keypad;preliminary;1;raster;;;1P;9;;;;
sfrushrk;San Francisco Rush: The Rock (boot rom L 1.0, GUTS Oct 6 1997 / MAIN Oct 16 1997);mame;;1997;Atari Games;Driving / Race (chase view);1;0;paddle,pedal;good;1;raster;;;1P;13;;;;
sscs;San Se Caishen (Version 0502);mame;;1999;GMS;Gambling / Cards;1;0;mahjong,gambling;preliminary;1;raster;;;1P;30;;;;
sandscrp;Sand Scorpion;mame;;1992;Face;Shooter / Flying Vertical;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;2;;;;
pcipc;Sandbox PCI PC (430HX);mame;;1998;Hack Inc.;Misc. / Virtual Environment;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;2;;;;
pcipctx;Sandbox PCI PC (430TX);mame;;1998;Hack Inc.;Misc. / Virtual Environment;1;0;;preliminary;1;raster;;;Non-arcade;;;;;
pciagp;Sandbox PCI/AGP PC (440BX);mame;;1999;Hack Inc.;Misc. / Virtual Environment;1;0;mouse,keyboard;preliminary;1;raster;;;Non-arcade;2;;;;
sglc;Sanguo Lieche (880103 1.6 CHINA);mame;;1999;GMS;MultiGame / Gambling Board;1;0;gambling;preliminary;1;raster;;;;13;;;;
3kokushi;Sankokushi (Japan);mame;;1996;Mitchell;Tabletop / Shanghai * Mature *;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;2;;;;
sanma;Sanma - San-nin Uchi Mahjong (Japan, version 2.60);mame;;2001;ANES;Tabletop / Mahjong;1;0;mahjong,gambling;preliminary;1;raster;;;???;20;;;;
sanfuze2;Sansa Fuze 2;mame;;200?;Sandisk;Misc. / Portable Media Player;0;;;preliminary;0;;;;Non-arcade;;;;;
santacl;Santa Claus (IN.001.07.A);mame;;2009;Astro Corp.;Slot Machine / Video Slot;1;0;keyboard;preliminary;1;raster;;;???;103;;;;
rfsantafeg;Santa Fe Golden;mame;;2014;Recreativos Franco;Slot Machine / Video Slot;0;;;preliminary;0;;;;???;;;;;
rfsantafem;Santa Fe Mine (set 1);mame;;1995;Recreativos Franco;Slot Machine / Reels;1;;;preliminary;0;;;;???;;;;;
santam;Santa Maria (Russia) (Atronic);mame;;2002;Atronic;Slot Machine / Video Slot;0;0;;preliminary;1;raster;;;???;;;;;
sc1sant;Santana (Dutch) (Bellfruit) (Scorpion 1);mame;;198?;BFM/ELAM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;15;;;;
sapi1;SAPI-1 ZPS 1;mame;;1985;Tesla;Computer / Business - Terminal;1;0;keyboard;good;1;raster;;;Non-arcade;40;;;;
sapphire;Sapphire;mame;;1994;Novag Industries / Intelligent Heuristic Programming;Board Game / Chess Console;1;0;keypad;good;1;svg;;;Non-arcade;24;;;;
sapphire2;Sapphire II;mame;;1997;Novag Industries / Intelligent Heuristic Programming;Board Game / Chess Console;1;0;keypad;good;1;svg;;;Non-arcade;24;;;;
searchar;SAR - Search And Rescue (World);mame;;1989;SNK;Shooter / Walking;2;90;joystick (8-way),positional,joystick (8-way),positional;good;1;raster;;;2P sim;2;;;;
sarge;Sarge;mame;;1985;Bally Midway;Shooter / Field;2;0;double joystick,double joystick;good;1;raster;;;2P sim;2;;;;
epo_sskj;Sasuke & Kinniku Battle!! Sportsman No. 1 Ketteisen (Japan);mame;;2006;Epoch / SSD Company LTD;Handheld / Plug n' Play TV Game;0;0;;preliminary;1;raster;;;Non-arcade;;;;;
sasuke;Sasuke vs. Commander (set 1);mame;;1980;SNK;Shooter / 3rd Person;2;90;joystick (2-way),joystick (2-way);imperfect;1;raster;;;2P alt;1;;;;
satansat;Satan of Saturn (set 1);mame;;1981;SNK;Shooter / Gallery;2;90;joystick (2-way),joystick (2-way);imperfect;1;raster;;;2P alt;2;;;;
shollow;Satan's Hollow (set 1);mame;;1981;Bally Midway;Shooter / Gallery;2;90;joystick (2-way),joystick (2-way);good;1;raster;;;2P alt;2;;;;
sc1sat;Satellite (Dutch) (Bellfruit) (Scorpion 1);mame;;198?;BFM/ELAM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;15;;;;
sc1satse;Satellite SE (Dutch) (Bellfruit) (Scorpion 1);mame;;199?;BFM/ELAM;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;15;;;;
satoyama;Satoyama Grand Prix;mame;;2007;Amodio / Tomy;Medal Game / Action;0;0;;preliminary;1;raster;;;???;;;;;
ep_snbev;Saturday Night Beaver (Global) (EPOCH) (1.8, set 1);mame;;199?;Global;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
gl_snbev;Saturday Night Beaver (Global) (Stealth?) (set 1);mame;;199?;Global;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
slammast;Saturday Night Slam Masters (World 930713);mame;;1993;Capcom;Sports / Wrestling;4;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;4P sim;3;;;;
saturnzi;Saturn;mame;;1983;Zilec Electronics / Jaleco;Shooter / Gallery;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
saturn;Saturn (USA);mame;;1994;Sega;Game Console / Home Videogame;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;Non-arcade;8;;;;
satsf3d;Saturn: Space Fighter 3D;mame;;1979;Data East;Shooter / Gallery;2;90;joystick (2-way),joystick (2-way);preliminary;1;raster;;;2P alt;1;;;;
sauro;Sauro (set 1);mame;;1987;Tecfri;Shooter / Flying Horizontal;2;0;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
savquest;Savage Quest;mame;;1999;Interactive Light;Fighter / Versus;3;0;mouse,keyboard,joystick (analog),joystick (analog);preliminary;2;raster;;;1P;2;;;;
savagere;Savage Reign / Fu'un Mokushiroku - Kakutou Sousei;mame;;1995;SNK;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;;2P sim;4;;;;
savant;Savant;mame;;1981;Novag Industries / Intelligent Heuristic Programming;Board Game / Chess Machine;1;0;keypad;good;1;svg;;;Non-arcade;24;;;;
savia84;Savia 84;mame;;1984;J.T. Hyan;Computer / Construction Kit;1;;keyboard;good;0;;;;Non-arcade;23;;;;
m4sayno;Say No More (Barcrest) (MPU4) (SNM 2.0);mame;;199?;Barcrest;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;7;;;;
sb180;SB180;mame;;1985;Micromint;Computer / Home System;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
sb80;sb80;mame;;;;;;;;;;;;;;;;;;
qtsbc;SBC + 2/4;mame;;198?;QT Computer Systems Inc.;Computer / Single Board;1;0;keyboard;preliminary;1;raster;;;Non-arcade;73;;;;
sbc6510;SBC6510;mame;;2009;Josip Perusanec;Computer / Construction Kit;2;0;keyboard,keyboard;preliminary;1;raster;;;Non-arcade;66;;;;
sbsoli;sbsoli;mame;;;;Slot Machine / Reels;;;;;;;;;;;;;;
sc3000;SC-3000 (NTSC);mame;;1983;Sega;Computer / Home System;3;0;keypad,keyboard,joystick (8-way),joystick (8-way);good;1;raster;;;Non-arcade;1;;;;
spacewin;Scacco Matto / Space Win;mame;;1996;Playmark;Gambling / Cards;1;0;gambling;good;1;raster;;;1P;6;;;;
scandal;Scandal Mahjong (Japan 890213);mame;;1989;Nichibutsu;Tabletop / Mahjong * Mature *;2;0;mahjong,mahjong;good;1;raster;;;1P;26;;;;
ss_15;Scared Stiff (1.5);mame;;1996;Bally;Electromechanical / Pinball;1;0;keypad;preliminary;1;lcd;;;Pinball;57;;;;
sctmagce;Scatter Magic - Cash Express (0251026, US);mame;;2001;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
scatmag2;Scatter Magic II (10001311, NSW/ACT);mame;;2000;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
scatmag3;Scatter Magic III (0452569, US);mame;;2006;Aristocrat;Slot Machine / Video Slot;0;0;;preliminary;1;raster;aristmk6;;???;;;;;
slc1;Schach- und Lerncomputer SLC 1;mame;;1989;Dieter Scheuschner;Board Game / Chess Machine;1;;keyboard;good;0;;;;Non-arcade;13;;;;
sc2;Schachcomputer SC 2 (rev. E);mame;;1981;VEB Funkwerk Erfurt;Board Game / Chess Machine;1;;keypad;good;0;;;;Non-arcade;15;;;;
schmeisr;Schmeiser Robo (Japan);mame;;1993;Hot-B;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P sim;3;;;;
scion;Scion;mame;;1984;Seibu Denshi;Shooter / Flying Vertical;2;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P alt;2;;;;
jak_sdoo;Scooby-Doo! and the Mystery of the Castle (JAKKS Pacific TV Game, Game-Key Ready);mame;;2005;JAKKS Pacific Inc / Jolliford Management;Handheld / Plug n' Play TV Game / Action;1;0;joystick (8-way);imperfect;1;raster;;;Non-arcade;3;;;;
jsc_sdoo;Scooby-Doo! and The Pirate's Puzzles (Sharp Cookie) (PAL, UK);mame;;2007;JAKKS Pacific Inc / Child Guidance / Handheld Games;Handheld / Plug n' Play TV Game / Multi-Games;1;0;joystick (8-way);imperfect;1;raster;;;Non-arcade;2;;;;
m3scoop;Scoop (Peter Simper, prototype?) (MPU3);mame;;198?;Peter Simper;Slot Machine / Reels;1;;only_buttons;preliminary;0;;;;???;6;;;;
scotrsht;Scooter Shooter;mame;;1985;Konami;Shooter / Flying;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;1;;;;
score5;Score 5;mame;;2000?;Z Games;Slot Machine / Video Slot;1;0;gambling;preliminary;1;raster;;;???;11;;;;
scorpio68;Scorpio 68000;mame;;1991;Novag Industries / Intelligent Heuristic Programming;Board Game / Chess Machine;1;0;keypad;good;1;lcd;;;Non-arcade;24;;;;
scrpiond;Scorpion (Jun 15, 1999);mame;;1999;Merit;Electromechanical / Darts;1;;;preliminary;0;;;;???;;;;;
scrpn_l1;Scorpion (L-1);mame;;1980;Williams;Electromechanical / Pinball;2;;keypad,keypad;preliminary;0;;;;Pinball;56;;;;
scorpion;Scorpion (set 1);mame;;1982;Zaccaria;Shooter / Flying Horizontal;2;90;joystick (8-way),joystick (8-way);imperfect;1;raster;;;2P alt;2;;;;
sc4tst;Scorpion 4 Test Rig (Bellfruit) (Scorpion ?);mame;;200?;BFM;Electromechanical / Utilities;1;;mahjong,hanafuda;preliminary;0;;;;???;30;;;;
scrpndx;Scorpion DX;mame;;1996;Merit;Sports / Darts;0;;;preliminary;0;;;;???;;;;;
scp300f;SCP-300F;mame;;1986;Seattle Computer;Computer / Home System;1;0;keyboard;good;1;raster;;;Non-arcade;73;;;;
scrabble;Scrabble (rev. F);mame;;1997;JPM;Quiz / Questions in English;1;0;lightgun;good;1;raster;;;1P;1;;;;
scrablex;Scrabble Lexor: Computer Word Game (MB8841 version);mame;;1980;Selchow & Righter;Handheld / Electronic Game;1;;keyboard;good;0;;;;Non-arcade;43;;;;
scrabsen;Scrabble Sensor: Electronic Word Game;mame;;1978;Selchow & Righter;Handheld / Pocket Electronic Game;1;;keyboard;good;0;;;;Non-arcade;30;;;;
scramble;Scramble;mame;;1981;Konami;Shooter / Flying Horizontal;2;90;joystick (8-way),joystick (8-way);good;1;raster;;;2P alt;2;;;;
scram_tp;Scramble (Pinball);mame;;1987;Tecnoplay;Electromechanical / Pinball;1;;keypad;preliminary;0;;;;Pinball;54;;;;
tmscramb;Scramble (Tomy);mame;;1982;Tomy;Handheld / Electronic Game;1;0;joystick (vertical2-way);good;1;svg;;;Non-arcade;1;;;;
sspirits;Scramble Spirits (World, Floppy Based);mame;;1988;Sega;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);good;1;raster;;;2P sim;3;;;;
scregg;Scrambled Egg;mame;;1983;Technos Japan;Maze / Defeat Enemies;2;270;joystick (4-way),joystick (4-way);good;1;raster;;;2P alt;1;;;;
scratch;Scratch!! Scratch!!;mame;;199?;Videos A A;Gambling / Misc.;1;0;gambling;preliminary;1;raster;;;???;7;;;;
ep_scrm;Screamin Demon (Maygay) (EPOCH) (SCDE 2.0, set 1);mame;;199?;Maygay;Slot Machine / Reels;0;;;preliminary;0;;;;???;;;;;
r_screech;Screech;mame;;1978;Inder;Electromechanical / Pinball;1;;keypad;preliminary;0;;recel;;Pinball;40;;;;
screenpl;Screen Play (Maygay, MV1 Video, ver. 4.0);mame;;1991;Maygay;Slot Machine / Video Slot;1;0;only_buttons;preliminary;1;raster;;;1P;11;;;;
screwloo;Screw Loose (prototype);mame;;1983;Mylstar;Shooter / Field;1;0;double joystick;good;1;raster;;;2P alt;2;;;;
